,id,text,label,text_final
221,222,"['ارتفاع', 'قيمه', 'المنوحه', 'من', 'ل', 'و', 'الى', 'مليار', 'ريال', 'بنهايه', 'يوليو', 'لمزيد']",1,"['ارتفاع', 'قيم', 'منوحه', 'من', 'الى', 'مليار', 'ريال', 'نها', 'يول', 'مزيد']"
222,223,"['متعطل', 'التداول', 'يعوض', 'الخساير']",0,"['متعطل', 'تداول', 'يعوض', 'خساير']"
223,224,"['مبروك', 'لملاك', 'سهم', 'الرياض', 'حق', 'المستهدف', 'ومتابعين', 'الهدف']",1,"['مبر', 'لمل', 'سهم', 'رياض', 'حق', 'مستهدف', 'متابع', 'هدف']"
224,225,"['مبروك', 'اقنص', 'بترورابغ', 'حق', 'المستهدف', 'نحرك', 'الوقف', 'الدخول']",1,"['مبر', 'اقنص', 'ترورابغ', 'حق', 'مستهدف', 'نحر', 'وقف', 'دخول']"
225,226,"['تداولات', 'تراجع', 'طفيف', 'جلسه', 'امس']",0,"['تداول', 'تراجع', 'طفيف', 'جلس', 'امس']"
226,227,"['الموشر', 'العام', 'لسوق', 'السعودي', 'قلص', 'خسايره', 'احمر', 'اخضر', 'فايده', 'الاغلاق', 'اخضر', 'واغلب', 'الشركات', 'منهار']",1,"['موشر', 'عام', 'لسوق', 'سعود', 'قلص', 'خساير', 'احمر', 'اخضر', 'فايد', 'اغلاق', 'اخضر', 'واغلب', 'شرك', 'منهار']"
227,228,"['نحذر', 'انتبه', 'انفلات', 'السبحه', 'هالموجه', 'الفرعي', 'هابط', 'تحت', 'وارتداد', 'اعلي', 'حدود', 'نقطه', 'هالمستوي']",0,"['نحذر', 'انتب', 'انفل', 'سبحه', 'هالموج', 'فرع', 'هابط', 'تحت', 'وارتداد', 'اعل', 'حدود', 'نقط', 'هالمست']"
228,229,"['ارتفاع', 'ارباح', 'جرير', 'لتسويق', 'الى', 'الربع', 'ال']",1,"['ارتفاع', 'ارباح', 'جرير', 'تسويق', 'الى', 'ربع']"
229,230,"['السوق', 'يتاهب', 'لنزول', 'قوي', 'الفتره', 'المقبله', 'ونسبه', 'احتمال', 'انهيار', 'الاسعار', 'مرتفعه', 'جدا', 'الكاش', 'ملك']",0,"['سوق', 'يتاهب', 'نزول', 'قو', 'فتره', 'مقبله', 'نسب', 'احتمال', 'انهيار', 'اسعار', 'مرتفع', 'جدا', 'كاش', 'ملك']"
230,231,"['ارتفع', 'سوق', 'تداول', 'هامشي', 'مستهل', 'جلسه', 'الخميس', 'ليعاود', 'مكاسبه', 'جلستين', 'التراجع', 'وسط', 'تباين', 'القطاعات', 'الكبرى', 'ويحافظ', 'مساره', 'الصعودي', 'وبانتظار', 'الاحد', 'لتاكيد', 'الاتجاه']",1,"['ارتفع', 'سوق', 'تداول', 'هامش', 'مستهل', 'جلس', 'خميس', 'يعاود', 'مكاسب', 'جلس', 'تراجع', 'وسط', 'تبا', 'قطاع', 'كبرى', 'يحافظ', 'مسار', 'صعود', 'انتظار', 'احد', 'تاكيد', 'اتجاه']"
231,232,"['ارتفع', 'صافي', 'السيوله', 'لمستويات', 'بدعم', 'الراجحي', 'وسابك', 'والاتصالات', 'والانماء', 'وسافكو', 'الاكثر', 'دعما', 'لصافي', 'السيوله']",1,"['ارتفع', 'صاف', 'سيوله', 'مستو', 'دعم', 'راجح', 'ساب', 'اتصال', 'انماء', 'ساف', 'اكثر', 'دعم', 'لصاف', 'سيوله']"
232,233,"['ارتفع', 'صافي', 'السيوله', 'لمستويات', 'بدعم', 'سهم', 'الراجحي', 'الى', 'جانب', 'سهم', 'البحري', 'وكذلك', 'سابك', 'وزين', 'السعوديه', 'وسيرا', 'الاسهم', 'الاكثر', 'استحواذا', 'صافي', 'السيوله', 'الحظات', 'جلسه', 'تداول']",1,"['ارتفع', 'صاف', 'سيوله', 'مستو', 'دعم', 'سهم', 'راجح', 'الى', 'جانب', 'سهم', 'بحر', 'كذل', 'ساب', 'وز', 'سعوديه', 'سير', 'اسهم', 'اكثر', 'استحواذ', 'صاف', 'سيوله', 'الحظ', 'جلس', 'تداول']"
233,234,"['ارتفع', 'صافي', 'السيوله', 'لمستويات', 'بدعم', 'البحري', 'والانماء', 'والاتصالات', 'وجبل', 'عمر', 'والراجحي', 'ومتطوره', 'الاسهم', 'الاكثر', 'دعما', 'لصافي', 'السيوله']",1,"['ارتفع', 'صاف', 'سيوله', 'مستو', 'دعم', 'بحر', 'انماء', 'اتصال', 'جبل', 'عمر', 'راجح', 'متطور', 'اسهم', 'اكثر', 'دعم', 'لصاف', 'سيوله']"
234,235,"['ي', 'اعلى', 'سعر', 'في', 'اسبوعا', 'بدون', 'مقابل']",1,"['ي', 'اعلى', 'سعر', 'في', 'اسبوع', 'بدو', 'مقابل']"
235,236,"['استرا', 'اغلاق', 'ايجابي', 'ارباح', 'يظل', 'بنطاق', 'قناه', 'سعريه', 'هابطه', 'يعتبر', 'مشارف', 'اخترقا', 'المقاومه', 'الدعم', 'ومستوى', 'المقاومه']",1,"['استر', 'اغلاق', 'ايجاب', 'ارباح', 'يظل', 'نطاق', 'قنا', 'سعر', 'هابط', 'يعتبر', 'مشارف', 'اخترق', 'مقاومه', 'دعم', 'مستوى', 'مقاومه']"
236,237,"['سهم', 'ي', 'ادنى', 'سعر', 'في', 'اسبوع', 'ا', 'بدون', 'مقابل']",0,"['سهم', 'ي', 'ادنى', 'سعر', 'في', 'اسبوع', 'ا', 'بدو', 'مقابل']"
237,238,"['استطاع', 'صافي', 'السيوله', 'الارتفاع', 'لمستويات', 'الاهلي', 'والراجحي', 'وسابك', 'الى', 'جانب', 'البلاد', 'الاكثر', 'دعما', 'لصافي', 'السيوله']",1,"['استطاع', 'صاف', 'سيوله', 'ارتفاع', 'مستو', 'اهل', 'راجح', 'ساب', 'الى', 'جانب', 'بلاد', 'اكثر', 'دعم', 'لصاف', 'سيوله']"
238,239,"['استقرار', 'اعلي', 'مستوي', 'المدي', 'الحظي', 'ليستهدف']",1,"['استقرار', 'اعل', 'مستو', 'المد', 'الحظ', 'يستهدف']"
239,240,"['اغلاق', 'جيد', 'ومتوقع', 'ارتداد', 'شاء', 'اله']",0,"['اغلاق', 'جيد', 'متوقع', 'ارتداد', 'شاء', 'اله']"
240,241,"['اغلاق', 'سلبي', 'اسفل', 'الارتدادات', 'اسفل', 'مضاربيه', 'معوضين', 'خير', 'يارب']",0,"['اغلاق', 'سلب', 'اسفل', 'ارتداد', 'اسفل', 'مضارب', 'معوض', 'خير', 'يارب']"
241,242,"['اغلق', 'جلسته', 'منخفضا', 'وسط', 'تداولات', 'بلغت', 'قيمتها']",0,"['اغلق', 'جلس', 'منخفض', 'وسط', 'تداول', 'بلغ', 'قيم']"
242,243,"['افتحت', 'تداولات', 'ارتفاع', 'الموشر', 'العام', 'رافقه', 'تداول', 'صافي', 'سيوله', 'موجب', 'السوق']",1,"['افتح', 'تداول', 'ارتفاع', 'موشر', 'عام', 'رافق', 'تداول', 'صاف', 'سيول', 'موجب', 'سوق']"
243,244,"['افتح', 'على', 'ارتفاع', 'حوالى', 'نقطه', 'وبدءت', 'تظهرالقوه', 'البيعيه', 'مره', 'اخرى', 'حيث', 'هبط', 'حوالى', 'نقطه', 'نتوقع', 'ان', 'يرتد', 'السوق', 'مره', 'اخرى', 'الى', 'الارتفاع', 'بدافع', 'من', 'الاسهم', 'القياديه', 'مازالنا', 'نري', 'ان', 'قرب', 'المناطق', 'الحاليه', 'ضعف', 'لقوه', 'البيعيه', 'بدون', 'مقابل']",1,"['افتح', 'على', 'ارتفاع', 'حوالى', 'نقط', 'بدء', 'تظهرالق', 'بيعيه', 'مره', 'اخرى', 'حيث', 'هبط', 'حوالى', 'نقط', 'نتوقع', 'يرتد', 'سوق', 'مره', 'اخرى', 'الى', 'ارتفاع', 'دافع', 'من', 'اسهم', 'قياديه', 'مازال', 'نر', 'قرب', 'مناطق', 'حاليه', 'ضعف', 'لقو', 'بيعيه', 'بدو', 'مقابل']"
244,245,"['افتحت', 'تداولات', 'انخفاض', 'الموشر', 'العام', 'رافق', 'تداول', 'صافي', 'سيوله', 'موجب', 'السوق']",0,"['افتح', 'تداول', 'انخفاض', 'موشر', 'عام', 'رافق', 'تداول', 'صاف', 'سيول', 'موجب', 'سوق']"
245,246,"['افتحت', 'تداولات', 'الانخفاض', 'الموشر', 'العام', 'ورافق', 'تداول', 'صافي', 'سيوله', 'سالب', 'السوق']",0,"['افتح', 'تداول', 'انخفاض', 'موشر', 'عام', 'رافق', 'تداول', 'صاف', 'سيول', 'سالب', 'سوق']"
246,247,"['انهى', 'جلسه', 'الخميس', 'الماضي', 'على', 'تراجع', 'بنسبه', 'عند', 'نقطه', 'نقطه', 'م', 'ا', 'ادنى', 'اغلاق', 'في', 'نحو', 'عام', 'اي', 'منذ', 'نوفمبر', 'وسط', 'تداولات', 'قليله', 'مقارنه', 'بالجلسات', 'الماضيه', 'بلغت', 'قيمتها', 'مليار', 'ريال', 'بدون', 'مقابل']",0,"['انهى', 'جلس', 'خميس', 'ماض', 'على', 'تراجع', 'نسب', 'عند', 'نقط', 'نقط', 'ا', 'ادنى', 'اغلاق', 'في', 'نحو', 'عام', 'اي', 'منذ', 'نوفمبر', 'وسط', 'تداول', 'قليل', 'مقار', 'جلس', 'ماضيه', 'بلغ', 'قيم', 'مليار', 'ريال', 'بدو', 'مقابل']"
247,248,"['القطاعات', 'تراجعا', 'الاسبوع', 'قطاع', 'الاعلام', 'قطاع', 'الترفيه']",0,"['قطاع', 'تراجع', 'اسبوع', 'قطاع', 'اعلام', 'قطاع', 'ترفيه']"
248,249,"['الابحاث', 'اتجاه', 'صاعد', 'الهبوط', 'معوضا', 'خسايره', 'واليوم', 'ارباحه', 'محترقا', 'المقاومه']",1,"['ابحاث', 'اتج', 'صاعد', 'هبوط', 'معوض', 'خساير', 'يوم', 'ارباح', 'محترق', 'مقاومه']"
249,250,"['الاسبوع', 'الرابع', 'ولاخير', 'بدايه', 'واتمنى', 'الجميع', 'التوفيق', 'والربح', 'دايما', 'وابدا', 'ولاتنسون', 'نهايه', 'الاسبوع', 'نبي', 'نشوف', 'نتايج', 'شهريه', 'باذن', 'اله', 'الجميع', 'ناحيتي', 'واله', 'العظيم', 'عندي', 'محفظه', 'اله', 'يبارك', 'لراعيها', 'اسعدني', 'قليل', 'بنمو', 'المحفظه', 'بنسبه', 'اسابيع', 'تداول']",1,"['اسبوع', 'رابع', 'اخير', 'بدا', 'واتمنى', 'جميع', 'توفيق', 'ربح', 'دايم', 'وابد', 'اتنس', 'نها', 'اسبوع', 'نب', 'نشوف', 'نتايج', 'شهر', 'باذ', 'اله', 'جميع', 'ناح', 'وال', 'عظيم', 'عند', 'محفظ', 'اله', 'يبار', 'لراع', 'اسعد', 'قليل', 'بنم', 'محفظه', 'نسب', 'اسابيع', 'تداول']"
250,251,"['الاكثر', 'انخفاضا', 'الابحاث', 'التسويق', 'بترو', 'رابغ', 'صناعه', 'الورق', 'اليانز', 'اس', 'اف', 'مهاره']",0,"['اكثر', 'انخفاض', 'ابحاث', 'تسويق', 'بتر', 'رابغ', 'صناع', 'ورق', 'يانز', 'اس', 'اف', 'مهار']"
251,252,"['الموشر', 'السعودى', 'بكسر', 'دعم', 'هام', 'نقطه', 'يستطيع', 'العوده', 'اعلاه', 'الاغلاق', 'نتوقع', 'مواصله', 'الهبوط', 'نقطه', 'نقطه']",0,"['موشر', 'سعودى', 'كسر', 'دعم', 'هام', 'نقط', 'يستطيع', 'عوده', 'اعل', 'اغلاق', 'نتوقع', 'مواصل', 'هبوط', 'نقط', 'نقط']"
252,253,"['البابطين', 'انخفض', 'مجدا', 'نتيجه', 'الضغط', 'السلبي', 'محاول', 'تصحيح', 'الاتجاه', 'الريسي', 'الهابط', 'وخسارته', 'الدعم', 'ومستوى', 'المقاومه']",0,"['بابط', 'انخفض', 'مجد', 'نتيج', 'ضغط', 'سلب', 'محاول', 'تصحيح', 'اتجاه', 'ريس', 'هابط', 'خسار', 'دعم', 'مستوى', 'مقاومه']"
253,254,"['الجزيره', 'ريت', 'يسير', 'صاعد', 'بقوه', 'معوضا', 'خسايره', 'السابقه', 'المدى', 'المتوسط', 'وارباحه', 'اغلقا', 'اعلى', 'المقاومه', 'اختراقها', 'لاعلى', 'يظل', 'اجابي', 'طيله', 'ثباته', 'اعلى', 'المقاومه']",1,"['جزيره', 'ريت', 'يسير', 'صاعد', 'بقو', 'معوض', 'خساير', 'سابقه', 'مدى', 'متوسط', 'وارباح', 'اغلق', 'اعلى', 'مقاومه', 'اختراق', 'اعلى', 'يظل', 'اجاب', 'طيل', 'ثبا', 'اعلى', 'مقاومه']"
254,255,"['الحمادي', 'يسير', 'بنطاق', 'قناه', 'سعريه', 'هابطه', 'بدايه', 'اتجاه', 'عرضي', 'واليوم', 'ارتفع', 'استحياء', 'ارباحه', 'الدعم', 'ومستوى', 'المقاومه', 'مهتم', 'بالاسواق', 'الماليه', 'ومضارب', 'لحظي', 'ومقدم', 'تحليلات', 'مستشار', 'وخبير']",1,"['حماد', 'يسير', 'نطاق', 'قنا', 'سعر', 'هابط', 'بدا', 'اتج', 'عرض', 'يوم', 'ارتفع', 'استحياء', 'ارباح', 'دعم', 'مستوى', 'مقاومه', 'مهتم', 'اسواق', 'ماليه', 'مضارب', 'لحظ', 'مقدم', 'تحليل', 'مستشار', 'خبير']"
255,256,"['هبط', 'لسوق', 'المال', 'السعودي', 'حوالي', 'نتوقع', 'ان', 'تكون', 'المناطق', 'نقطه', 'مستويات', 'تذعف', 'فيها', 'البيعيه', 'و', 'يبدء', 'الموشر', 'فى', 'تكوين', 'قاع', 'ريسي', 'لاستكمال', 'الاتجاه', 'الصاعد', 'على', 'المدى', 'الطويل', 'بدون', 'مقابل']",0,"['هبط', 'لسوق', 'مال', 'سعود', 'حوال', 'نتوقع', 'تكو', 'مناطق', 'نقط', 'مستو', 'تذعف', 'فيه', 'بيعيه', 'يبدء', 'موشر', 'فى', 'تكو', 'قاع', 'ريس', 'استكمال', 'اتجاه', 'صاعد', 'على', 'مدى', 'طويل', 'بدو', 'مقابل']"
256,257,"['السلام', 'ورحمه', 'اله', 'وبركاته', 'يمر', 'بضعف', 'السيوله', 'جلساته', 'الاخيره', 'طبعا', 'يعود', 'لترقب', 'الاخبار', 'الجوسياسيه', 'متماسك', 'نقطه', 'بحد', 'ايجابي', 'وتنقل', 'السيوله', 'القياديات', 'باقات', 'بدات', 'بالعطاء', 'سبق', 'ذكرنا', 'القطاعات', 'مرار', 'وتكرارا', 'لتجميع']",0,"['سلام', 'رحم', 'اله', 'برك', 'يمر', 'ضعف', 'سيوله', 'جلسا', 'اخيره', 'طبع', 'يعود', 'ترقب', 'اخبار', 'جوسياسيه', 'متماس', 'نقط', 'بحد', 'ايجاب', 'تنقل', 'سيوله', 'قياد', 'باق', 'بدا', 'عطاء', 'سبق', 'ذكر', 'قطاع', 'مرار', 'تكرار', 'تجميع']"
257,258,"['السوق', 'مرتفع']",1,"['سوق', 'مرتفع']"
258,259,"['السيارات', 'ارتفاع', 'جيد', 'موخرا', 'المستويات', 'الحظيه', 'تحقيق', 'ارباح', 'معوضا', 'خسارته', 'السابقه', 'ومخترقا', 'المقاومه', 'وتصبح', 'المقاومه', 'الحاليه', 'مستوى', 'توصيات', 'اداره', 'محافظ', 'وتحليل', 'فني', 'بالسوق', 'السعودي', 'لتزيد', 'ربحك']",1,"['سيار', 'ارتفاع', 'جيد', 'موخر', 'مستو', 'حظيه', 'تحقيق', 'ارباح', 'معوض', 'خسار', 'سابقه', 'مخترق', 'مقاومه', 'تصبح', 'مقاومه', 'حاليه', 'مستوى', 'توص', 'ادار', 'محافظ', 'تحليل', 'فن', 'سوق', 'سعود', 'تزيد', 'ربح']"
259,260,"['الطباعه', 'ارتفع', 'ملحوظ', 'موخرا', 'لتخلص', 'الضغط', 'السلبي', 'واليوم', 'ارباحه', 'ويظل', 'الاترفاع', 'داخل', 'مطاق', 'قناه', 'سعريه', 'هابطه', 'محاوله', 'اختراقها', 'لاعلى', 'التخلص']",1,"['طباعه', 'ارتفع', 'ملحوظ', 'موخر', 'تخلص', 'ضغط', 'سلب', 'يوم', 'ارباح', 'يظل', 'اترفاع', 'داخل', 'مطاق', 'قنا', 'سعر', 'هابط', 'محاول', 'اختراق', 'اعلى', 'تخلص']"
260,261,"['مبروك', 'دخل', 'الشرقيه', 'لتنميه', 'لمذيد', 'التجربه', 'الاسهم', 'الرابحه', 'الجلسه', 'لحظي', 'اداره', 'محفظه', 'التواصل', 'الخاص']",1,"['مبر', 'دخل', 'شرقيه', 'لتنم', 'مذيد', 'تجربه', 'اسهم', 'رابحه', 'جلسه', 'لحظ', 'ادار', 'محفظ', 'تواصل', 'خاص']"
261,262,"['الموشر', 'العام', 'الموشرات', 'الخاصه', 'اعطى', 'خروج', 'فعلى', 'موشر', 'الامواج', 'كسر', 'الموجه', 'الرابعه', 'موشر', 'الانفجار', 'الكمي', 'تقاطع', 'متوسطه', 'لاسفل', 'موشر', 'النسبه', 'كسر', 'البولينجر', 'السفلي', 'موشر', 'السيوله', 'الدكيه', 'قطع', 'متو', 'سطه', 'لاسفل', 'شاء', 'اله', 'يتم', 'الارتداد']",0,"['موشر', 'عام', 'موشر', 'خاصه', 'اعطى', 'خروج', 'على', 'موشر', 'امواج', 'كسر', 'موجه', 'رابعه', 'موشر', 'انفجار', 'الكم', 'تقاطع', 'متوسط', 'اسفل', 'موشر', 'نسبه', 'كسر', 'بولينجر', 'سفل', 'موشر', 'سيوله', 'دكيه', 'قطع', 'متو', 'سطه', 'اسفل', 'شاء', 'اله', 'يتم', 'ارتداد']"
262,263,"['الموشر', 'يصح', 'لا', 'نعلم', 'هدفه', 'تنزيل', 'التصنيف', 'لشركه', 'ارامكو', 'حدث', 'جديد', 'الاسواق', 'لا', 'تاثر', 'بالحروب', 'حدث', 'سياسي', 'كثر', 'ماتاثر', 'تعثرات', 'ماليه', 'اقتصاديه', 'الاحد', 'الاثنين', 'اتكلم', 'اهداف', 'الموشر', 'وقاع', 'الشراء', 'والتعديل']",0,"['موشر', 'يصح', 'لا', 'نعلم', 'هدف', 'تنزيل', 'تصنيف', 'لشر', 'ارام', 'حدث', 'جديد', 'اسواق', 'لا', 'تاثر', 'حروب', 'حدث', 'سياس', 'كثر', 'ماتاثر', 'تعثر', 'مال', 'اقتصاد', 'احد', 'اثن', 'اتكلم', 'اهداف', 'موشر', 'قاع', 'شراء', 'تعديل']"
263,264,"['الموشر', 'يغلق', 'مرتفعا', 'بتداولات']",1,"['موشر', 'يغلق', 'مرتفع', 'تداول']"
264,265,"['الموشر', 'يغلق', 'منخفضا', 'بتداولات']",0,"['موشر', 'يغلق', 'منخفض', 'تداول']"
265,266,"['النتايج', 'الماليه', 'ارتفاع', 'ارباح', 'بنك', 'البلاد', 'الى', 'بنهايه', 'التسعه', 'اشهر', 'وارباح', 'الربع', 'الثالث']",1,"['نتايج', 'ماليه', 'ارتفاع', 'ارباح', 'بنك', 'بلاد', 'الى', 'نها', 'تسعه', 'اشهر', 'وارباح', 'ربع', 'ثالث']"
266,267,"['النتايج', 'الماليه', 'انخفاض', 'ارباح', 'النقل', 'البحري', 'الى', 'بنهايه', 'التسعه', 'اشهر', 'الاولى', 'وارباح', 'الربع', 'الثالث']",0,"['نتايج', 'ماليه', 'انخفاض', 'ارباح', 'نقل', 'بحر', 'الى', 'نها', 'تسعه', 'اشهر', 'اولى', 'وارباح', 'ربع', 'ثالث']"
267,268,"['الورق', 'ارتفاع', 'صاروخي', 'استكمالا', 'لارتفاع', 'ارباحه', 'محولا', 'خسايره', 'الى', 'ارباح', 'يخترق', 'المقاومه', 'لاعلى', 'لتصبح', 'مستوى', 'دعم', 'حالي', 'مهتم', 'بالاسواق', 'الماليه', 'ومضارب', 'لحظي', 'ومقدم', 'تحليلات', 'مستشار', 'وخبير']",1,"['ورق', 'ارتفاع', 'صاروخ', 'استكمال', 'ارتفاع', 'ارباح', 'محول', 'خساير', 'الى', 'ارباح', 'يخترق', 'مقاومه', 'اعلى', 'تصبح', 'مستوى', 'دعم', 'حال', 'مهتم', 'اسواق', 'ماليه', 'مضارب', 'لحظ', 'مقدم', 'تحليل', 'مستشار', 'خبير']"
268,269,"['اليانز', 'يسير', 'باتجاه', 'صاعد', 'بقوه', 'اخترقا', 'القناه', 'السعريه', 'الهابطه', 'واليوم', 'انخفض', 'طفيف', 'خسارته', 'يظل', 'ايجابي', 'طليه', 'ثباته', 'اعلى', 'مستوى', 'الدعم']",0,"['يانز', 'يسير', 'اتج', 'صاعد', 'بقو', 'اخترق', 'قناه', 'سعريه', 'هابطه', 'يوم', 'انخفض', 'طفيف', 'خسار', 'يظل', 'ايجاب', 'طل', 'ثبا', 'اعلى', 'مستوى', 'دعم']"
269,270,"['اليمامه', 'لحديد', 'بدا', 'بالتذبذب', 'الارتفاع', 'القوي', 'الاخير', 'واليوم', 'اغلق', 'سلبيا', 'خسارته', 'ويعتبر', 'مرحله', 'تجميعيه', 'الدعم', 'ومستوى', 'المقاومه', 'نقدم', 'توصيات', 'اداره', 'محافظ', 'وتحليل', 'فني', 'بالسوق', 'السعودي', 'لزياده', 'ربحك']",0,"['يمامه', 'حديد', 'بدا', 'تذبذب', 'ارتفاع', 'القو', 'اخير', 'يوم', 'اغلق', 'سلب', 'خسار', 'يعتبر', 'مرحل', 'تجميع', 'دعم', 'مستوى', 'مقاومه', 'نقدم', 'توص', 'ادار', 'محافظ', 'تحليل', 'فن', 'سوق', 'سعود', 'زياد', 'ربح']"
270,271,"['امانه', 'لتامين', 'اغلاق', 'سلبي', 'خساره', 'طفيفه', 'الدعم', 'ومستوى', 'المقاومه', 'مهتم', 'بالاسواق', 'الماليه', 'ومضارب', 'لحظي', 'ومقدم', 'تحليلات', 'مستشار', 'وخبير']",0,"['اما', 'لتام', 'اغلاق', 'سلب', 'خسار', 'طفيف', 'دعم', 'مستوى', 'مقاومه', 'مهتم', 'اسواق', 'ماليه', 'مضارب', 'لحظ', 'مقدم', 'تحليل', 'مستشار', 'خبير']"
271,272,"['اجزم', 'الكثير', 'شاف', 'التغريده', 'بارتفاع', 'ويقول', 'السهم', 'والحقيقه', 'زي', 'تشوفون', 'السهم', 'يمشي', 'هدفه', 'وله', 'الحمد', 'وباذن', 'اله', 'يتحق', 'الهدف', 'واكثر', 'ثقوا', 'بان', 'الارزاق', 'اله', 'ولن', 'يصيبكم', 'كتب', 'اله', 'بالتوفيق', 'لجميع']",1,"['اجزم', 'كثير', 'شاف', 'تغريده', 'ارتفاع', 'يقول', 'سهم', 'حقيق', 'زي', 'تشوف', 'سهم', 'يمش', 'هدف', 'وله', 'حمد', 'باذ', 'اله', 'يتحق', 'هدف', 'واكثر', 'ثقو', 'بان', 'ارزاق', 'اله', 'ولن', 'يصيب', 'كتب', 'اله', 'توفيق', 'جميع']"
272,273,"['انخفاض', 'ارباح', 'المراعي', 'الى', 'بنهايه', 'التسعه', 'اشهر', 'وارباح', 'الربع', 'الثالث', 'ارتفاع', 'ارباح', 'المتقدمه', 'الى', 'بنهايه', 'التسعه', 'اشهر', 'وارباح', 'الربع', 'الثالث']",0,"['انخفاض', 'ارباح', 'مراع', 'الى', 'نها', 'تسعه', 'اشهر', 'وارباح', 'ربع', 'ثالث', 'ارتفاع', 'ارباح', 'متقدمه', 'الى', 'نها', 'تسعه', 'اشهر', 'وارباح', 'ربع', 'ثالث']"
273,274,"['انخفض', 'الموشر', 'العام', 'مترافقا', 'انخفاض', 'صافي', 'السيوله', 'لمستويات', 'الاتصالات', 'والكهرباء', 'والرياض', 'والعربي', 'الاكثر', 'ضغطا', 'الموشر', 'العام']",0,"['انخفض', 'موشر', 'عام', 'مترافق', 'انخفاض', 'صاف', 'سيوله', 'مستو', 'اتصال', 'هرباء', 'رياض', 'عرب', 'اكثر', 'ضغط', 'موشر', 'عام']"
274,275,"['انخفض', 'صافي', 'السيوله', 'لمستويات', 'السالب', 'ليتداول', 'صافي', 'السيوله', 'مستويات', 'بضغط', 'المراعي', 'والانماء', 'والراجحي', 'الاكثر', 'ضغطا', 'صافي', 'السيوله']",0,"['انخفض', 'صاف', 'سيوله', 'مستو', 'سالب', 'يتداول', 'صاف', 'سيوله', 'مستو', 'ضغط', 'مراع', 'انماء', 'راجح', 'اكثر', 'ضغط', 'صاف', 'سيوله']"
275,276,"['انخفض', 'صافي', 'السيوله', 'لمستويات', 'مرافقا', 'لانخفاض', 'الموشر', 'العام', 'وانخفاض', 'اكثر', 'سهم', 'السوق']",0,"['انخفض', 'صاف', 'سيوله', 'مستو', 'مرافق', 'انخفاض', 'موشر', 'عام', 'وانخفاض', 'اكثر', 'سهم', 'سوق']"
276,277,"['انخفض', 'صافي', 'السيوله', 'لمستويات', 'نلاحظ', 'ان', 'الدريس', 'والمصافي', 'والراجحي', 'الاكثر', 'ضغطا', 'صافي', 'السيوله', 'الحظات']",0,"['انخفض', 'صاف', 'سيوله', 'مستو', 'نلاحظ', 'دريس', 'مصاف', 'راجح', 'اكثر', 'ضغط', 'صاف', 'سيوله', 'الحظ']"
277,278,"['انهي', 'الموشر', 'جلسه', 'الاحد', 'ارتفاع', 'وسط', 'احجام', 'تداول', 'بلغت', 'قيمتها', 'اغلاق', 'ايجابي', 'تاكد', 'الايجابيه', 'باختراق', 'المقاومه', 'نختبر', 'السلبيه', 'كسر', 'الدعم', 'باغلاق', 'تداول', 'موفق', 'لجميع']",1,"['انه', 'موشر', 'جلس', 'احد', 'ارتفاع', 'وسط', 'احجام', 'تداول', 'بلغ', 'قيم', 'اغلاق', 'ايجاب', 'تاكد', 'ايجابيه', 'اختراق', 'مقاومه', 'نختبر', 'سلبيه', 'كسر', 'دعم', 'اغلاق', 'تداول', 'موفق', 'جميع']"
278,279,"['انهي', 'الموشر', 'جلسه', 'الاحد', 'انخفاض', 'وسط', 'احجام', 'تداول', 'بلغت', 'قيمتها', 'ملخص', 'وضعنا', 'الحالي', 'كسر', 'سلبي', 'نصح', 'بالانتظار', 'خارج', 'السوق', 'الايجابيه', 'اختراق', 'المقاومه', 'نستهدف', 'تداول', 'موفق', 'لجميع']",0,"['انه', 'موشر', 'جلس', 'احد', 'انخفاض', 'وسط', 'احجام', 'تداول', 'بلغ', 'قيم', 'ملخص', 'وضع', 'حال', 'كسر', 'سلب', 'نصح', 'انتظار', 'خارج', 'سوق', 'ايجابيه', 'اختراق', 'مقاومه', 'نستهدف', 'تداول', 'موفق', 'جميع']"
279,280,"['انهي', 'الموشر', 'جلسه', 'الاربعاء', 'انخفاض', 'وسط', 'احجام', 'تداول', 'بلغت', 'قيمتها', 'اغلاق', 'سلبي', 'ولذلك', 'نرجح', 'يستمر', 'التصحيح', 'ونختبر', 'الدعوم', 'المقاومه', 'الاولي', 'المقاومه', 'الثانيه']",0,"['انه', 'موشر', 'جلس', 'اربعاء', 'انخفاض', 'وسط', 'احجام', 'تداول', 'بلغ', 'قيم', 'اغلاق', 'سلب', 'لذل', 'نرجح', 'يستمر', 'تصحيح', 'نختبر', 'دعوم', 'مقاومه', 'اول', 'مقاومه', 'ثانيه']"
